,screen_name,OriginalAuthor,Type
3424,Jamie75324347,RyanAFournier,RT
210,JamieDeRosa,RepSwalwell,RT
6744,JamieJeffords,JamieJeffords,Original
3596,JamiesonDeamer,harikondabolu,RT
6105,JamilSmith,JamilSmith,Original
4539,JammerSkip,The_UnSilent_,RT
1375,JanRavensbergen,wisaflcio,RT
5898,JaneEliz,JaneEliz,Original
4281,JaneMarieGardn1,tedlieu,RT
3832,JaneSki234,OfficeOfMike,RT
2874,JaneWal49996858,rmasher2,RT
2807,JanelWriter901,The_Trump_Train,RT
1965,JanetJanowiak,JanetJanowiak,Original
3040,JanetJlake,US_Citizen_Joe,RT
5346,JanettheIntern,JanettheIntern,Original
1013,JankowiakJoAnn,Sheri_Hischild,RT
5902,JannaWilkinso69,JannaWilkinso69,Original
6516,JannaWilkinso69,JannaWilkinso69,Original
5008,JaquiKernsBarro,elizabethforma,RT
5220,JaredMillr,JaredMillr,Original
3835,JasonDeciccio,RyanAFournier,RT
3864,Jasziidulcelove,bluestein,RT
3936,Javierrufus,CBSNews,RT
2232,JaxonBrow,JaxonBrow,Original
4257,JayBelize23,SteveScalise,RT
2925,JayCowboy17539,kimguilfoyle,RT
1511,JayeCrawford8,TomiLahren,RT
3669,Jayfeatherway,MrAbortion,RT
4451,Jayfourb1,elizabethforma,RT
371,Jaystew17,AMErikaNGIRLBOT,RT
489,Jazibaba,BCDreyer,RT
2247,JeanGr8grma,wokeluisa,RT
5222,JeanJmcm2,VDrakecp,RT
1177,JeaniePDavis,DGComedy,RT
748,JeannetteWadde1,AMErikaNGIRLBOT,RT
4868,JediMasterDre,bellvisuals,RT
1405,Jeff81442228,Jeff81442228,Original
6146,JeffBales6,JeffBales6,Original
1393,JeffSheltonjeff,WhiteHouse,RT
2129,JeffStocktonJr,JeffStocktonJr,Original
5907,JeffYoung,JeffYoung,Original
5864,JeffreyGuterman,JeffreyGuterman,Original
2943,JeffreyRWhiteSr,AmericanLuvSong,RT
4201,JelinekDon,ThePatriot143,RT
4437,Jen97605618,alaskantexanQCT,RT
2399,JenWheelerBalle,SaysHummingbird,RT
1391,Jen_Cama,JournoLibrarian,RT
4666,Jengwithonen,Brian_missions,RT
2458,Jenlefforge,ProudResister,RT
6663,JennWelchNow,JennWelchNow,Original
3134,JennaEllisorg,WhiteHouse,RT
2314,JenniferCaseCO,RSBNetwork,RT
2819,JenniferWest10,VP,RT
1171,JennyLynnHere,SenWarren,RT
3136,JerRasso,KaivanShroff,RT
2604,JerRobbins1,LessGovMoreFun,RT
6166,JeremyJahns,JeremyJahns,Original
765,JeriWalsh13,kdrkrepp,RT
4391,Jerilynlee1957,WhiteHouse,RT
4018,JerrryOlson,tedlieu,RT
4101,JerryZorsch,IvankaTrump,RT
5244,Jerry_Doshier,kwilli1046,RT
4634,JerseyDamsel,clivebushjd,RT
4033,Jerseygirl345,KelemenCari,RT
5887,JessBravin,JessBravin,Original
5800,JesseFFerguson,JesseFFerguson,Original
6303,JesseKellyDC,JesseKellyDC,Original
451,JessieJaneDuff,AMErikaNGIRLBOT,RT
4884,JewniorGong,SethAbramson,RT
121,Jezus14267287,IndivisibleTeam,RT
3689,JillNensewitz,PhyllisC16,RT
5503,Jillibean557,Jillibean557,Original
2498,JimAloisi,JimAloisi,Original
4608,JimAndrews518,eugenegu,RT
3606,JimCaldwell12,GeorgiaDirtRoad,RT
749,JimKuther,TomFitton,RT
530,JimMckeever262,SenGillibrand,RT
772,JimOwensFL,SenSchumer,RT
5653,JimRenacci,JimRenacci,Original
4550,Jim_B60,tedlieu,RT
3351,JimdiGriz1,nowthisnews,RT
697,JimmyA_Shook1s,IronStache,RT
2470,Jimsch3150,KellyannePolls,RT
1934,Jmurphy_01,RedWaveRising,RT
3949,JoJo42586,JoJo42586,Original
181,JoSparkles7,B75434425,RT
3607,JoaniSparkles,MikeDMarler,RT
4,JoannaCocoGrove,truckfump2017,RT
74,JoanofAmerica,JoanofAmerica,Original
4924,Jodi99137499,_Makada_,RT
180,JodiCal16501945,ProudResister,RT
3615,JodiTarvin,The_Trump_Train,RT
2386,Jodybarn,RepZoeLofgren,RT
4844,JoeKing3333,tedlieu,RT
4801,JoeKoberj44,tedlieu,RT
5871,JoeTalkShow,JoeTalkShow,Original
3856,Joebowhunta,MarcusBrutus_,RT
774,JoelNihlean,JoelNihlean,Original
3513,JoeyTrumpsalot,Mutnodjmet,RT
1490,JoeyWesthead,ProgressDems,RT
763,JofromFlorida,B75434425,RT
3297,John132941831,IngrahamAngle,RT
3360,JohnAda57175071,FoxNews,RT
4287,JohnAsh84593327,KelemenCari,RT
4487,JohnDudleyTurn1,OliverMcGee,RT
741,JohnGMartin61,wokeluisa,RT
1906,JohnKen03663991,sahilkapur,RT
1880,JohnLariscy,carrieksada,RT
4621,JohnMackSr1,FoxNews,RT
4790,JohnMimeault,JohnMimeault,Original
4301,JohnRHansonJr,ClintonM614,RT
6628,JohnRLottJr,JohnRLottJr,Original
1662,JohnRandle15,TomiLahren,RT
1503,JohnRaphael,JohnRaphael,Original
2802,JohnS3134,OfficeOfMike,RT
4409,JohnSpall247,JohnSpall247,Original
6538,JohnStossel,JohnStossel,Original
6809,JohnStossel,JohnStossel,Original
869,JohnSutton4444,AMErikaNGIRLBOT,RT
1565,JohnWayneMartin,Hoosiers1986,RT
5824,John_W_Marshall,John_W_Marshall,Original
3170,JohnnieGarner,LouDobbs,RT
6556,JohnnyB371,JohnnyB371,Original
911,JohnnydaleMoore,JohnnydaleMoore,Original
2703,JohnsonOliviap,HardballChris,RT
4555,Joie_de_Vivre__,FoxNewsResearch,RT
5209,Joismelda,KelemenCari,RT
1582,JokelahomaComic,BigRadMachine,RT
2606,JokelahomaMic,BigRadMachine,RT
211,JoleenHasker,SenGillibrand,RT
4533,JolieBloue,clivebushjd,RT
3214,JonLopRi23,PR_Governance,RT
3975,JonS253,tedlieu,RT
1054,JonathanGayol21,Ann__Kelly,RT
3138,Jonathandurbin5,SenWarren,RT
4869,JordanAshleyWat,tedlieu,RT
857,JosephERash1,Ig_Bricker,RT
5776,JosephMasepoes,JosephMasepoes,Original
6488,JoshMalina,JoshMalina,Original
5013,JoshNagel27,SethAbramson,RT
5517,Josh_Insights,Josh_Insights,Original
6369,Joshua4Congress,Joshua4Congress,Original
4920,JoshuaDorfner,ColumbiaBugle,RT
1328,JosiahRyan,JosiahRyan,Original
4597,JossiAtheist,GilCabrera,RT
5588,JournoLibrarian,JournoLibrarian,Original
5980,JoyAnnReid,JoyAnnReid,Original
5655,JoyAnnReid,JoyAnnReid,Original
6098,JoyAnnReid,JoyAnnReid,Original
5574,JoyAnnReid,JoyAnnReid,Original
5311,JoyAnnReid,JoyAnnReid,Original
3578,JoyceBHenson2,MEL2AUSA,RT
4968,JoydipCha,RepKevinYoder,RT
1977,Joyousb90,kingboa79,RT
4080,JrGraci,WhiteHouse,RT
1290,JrSwack,AMErikaNGIRLBOT,RT
6614,JrcheneyJohn,JrcheneyJohn,Original
5326,JrcheneyJohn,JrcheneyJohn,Original
6287,JrcheneyJohn,JrcheneyJohn,Original
6269,JrcheneyJohn,JrcheneyJohn,Original
5675,JrcheneyJohn,JrcheneyJohn,Original
1948,JtCarter19,TomiLahren,RT
964,Jtmeier23,Jtmeier23,Original
5909,JuanSaaa,JuanSaaa,Original
1343,JudeB63,TheDailyShow,RT
1558,JudeCRichter,JudeCRichter,Original
1282,JudeaPride,JudeaPride,Original
585,JudiCook11,FoxNews,RT
1672,JudiJudiv,DeplorableVet_,RT
5058,JudyBsfan,elizabethforma,RT
253,JugglingFitness,ChibiLex,RT
3150,Julia83117,WhiteHouse,RT
4216,JuliaBatliner,SecShulkin,RT
6101,JulianAssange,JulianAssange,Original
5999,JulianCastro,JulianCastro,Original
1926,Julianoliveira8,speedprayers,RT
4605,JulieCTaylor,PrimoPolls,RT
3628,JulieGem1,Trumpfan1995,RT
416,JulieLPoole,bgood12345,RT
6207,Juliococo,Juliococo,Original
6372,Juliococo,Juliococo,Original
10,JusCallMeHerb,frankthorp,RT
99,JustAnotherFed_,RepSwalwell,RT
3921,JustEileen1,The_UnSilent_,RT
2714,JustSaying64641,FoxNews,RT
5808,Just_a_Texan,Just_a_Texan,Original
1625,JustinFleenor,TheAPJournalist,RT
914,JustinInBmore,JustinInBmore,Original
4188,K1Lawren,profcarroll,RT
1058,K9Kris3298,B75434425,RT
4899,K9deplorable,colleencpa,RT
4584,KARYN19138585,WhiteHouse,RT
608,KAYLEEBURRIS,JoyAnnReid,RT
2994,KBenkjn,1Dittlinger,RT
5185,KBozeKnows,splcenter,RT
5536,KCBSNews,KCBSNews,Original
1544,KCKenMore,funder,RT
1952,KCLA77,bellvisuals,RT
2259,KCpartyof5,Imperator_Rex3,RT
493,KDChappellMBA,1Jedi_Rey,RT
1595,KDWRenoGirl,JoyAnnReid,RT
1435,KIMPY123,luminalu771rom1,RT
4159,KJThibault,KJThibault,Original
1521,KMSilver66,JoyAnnReid,RT
3993,KNordlichtW,tedlieu,RT
50,KRideXpress,B75434425,RT
3299,KRoadhog,Hublife,RT
133,KSBOEN1,B75434425,RT
6063,KTHopkins,KTHopkins,Original
1645,KUSINews,KUSINews,Original
1443,KWWL,NBCNightlyNews,RT
1835,KWiles6,Imperator_Rex3,RT
4626,KaceyHall8,MEL2AUSA,RT
3237,KahlerSabrina,GOP,RT
3093,Kahne5Fan,FoxNews,RT
5470,KahyaTeh,KahyaTeh,Original
2114,KaiserUDM,KaiserUDM,Original
2101,KaitVGrey,RepSims,RT
6042,KaivanShroff,KaivanShroff,Original
6316,KaivanShroff,KaivanShroff,Original
6253,KamalaHarris,KamalaHarris,Original
4392,Kambeii,vannsmole,RT
1402,Kambeii,ALIPAC,RT
287,KammyJohnson1,B75434425,RT
5762,KaniJJackson,KaniJJackson,Original
2190,KaniJJackson,KaniJJackson,Original
6304,KaniJJackson,KaniJJackson,Original
6286,KaniJJackson,KaniJJackson,Original
6185,KanielaIng,KanielaIng,Original
4893,KantorRandy,HRC,RT
2609,Kaore,Kaore,Original
4182,KaraKhall,grantstern,RT
962,Karefnp,RepSwalwell,RT
2289,Karen89112128,Harlan,RT
1501,KarenBovaird,StandUpAmerica,RT
5137,KarenFr14523216,clivebushjd,RT
665,KarenFranzi,wokeluisa,RT
4969,KarenMo56215458,realDonaldTrump,RT
5318,KarenMonsour12,KarenMonsour12,Original
492,KarenMonsour12,KarenMonsour12,Original
3829,KarenUniteWomen,KarenUniteWomen,Original
601,KarenWe44853431,MoveOn,RT
3879,Karenet24,ericbolling,RT
3760,KarinFritsch1,Fuctupmind,RT
3190,KarinShook,everywhereist,RT
961,KarmaKaze7,RandyRainbow,RT
4333,KarrieFleetwood,SonofLiberty357,RT
3144,Kat39745934,eugenegu,RT
6733,KatTheHammer1,KatTheHammer1,Original
4482,KatTheHammer1,clivebushjd,RT
5577,KatTheHammer1,KatTheHammer1,Original
1427,Kate1Lovett,Kate1Lovett,Original
1011,KateKateOK,AMErikaNGIRLBOT,RT
3117,KateLavely,vannsmole,RT
1407,Katemay100,aletweetsnews,RT
4492,KathaPollitt,FMoniteau,RT
5015,Katherine022610,StarkForTrump,RT
4566,Kathie1718,FoxBusiness,RT
4505,Kathlee08624650,GIJoeOPS,RT
1611,Kathlee47396161,FoxNews,RT
3001,Kathlee63902352,krassenstein,RT
3323,KathleenJacks14,RyanAFournier,RT
1454,KathleenKopp,ConradCortez,RT
775,KathleenLindel1,RepSwalwell,RT
800,KathyCastorFL,KathyCastorFL,Original
3129,KathyKbrown831,ericbolling,RT
5300,KathyLo128,dbongino,RT
1444,KathyYork20,funder,RT
6119,KatiePavlich,KatiePavlich,Original
6640,KatiePavlich,KatiePavlich,Original
5938,KatrinaNation,KatrinaNation,Original
1278,KatrinaRulz,RepSwalwell,RT
934,KayeKoonce,KayeKoonce,Original
4241,Kaygirl8Lawana,TeaPainUSA,RT
6335,KazeSkyz,KazeSkyz,Original
1725,KeelinMadden,KeelinMadden,Original
815,KeenaGreene,funder,RT
6513,KelemenCari,KelemenCari,Original
1301,Kelisia,DTrumpPoll,RT
5626,KellyannePolls,KellyannePolls,Original
3897,KenRozy1,RealAlexJones,RT
3266,KendraVondersa3,PhilMcCrackin44,RT
3378,KennethKcook,VP,RT
3222,KennethTKellar1,JrcheneyJohn,RT
844,KerenizKeren,B75434425,RT
1767,KerriTonkin,WhiteHouse,RT
4793,KevJames91,FoxNews,RT
460,KevQyburn,55true4u,RT
302,KevinBlack99,AMErikaNGIRLBOT,RT
3491,KevinBowers6,jimmykimmel,RT
3359,KevinKyWilliams,KaivanShroff,RT
2337,KevinLoker,JaneEliz,RT
3869,KevinRSchroeder,KevinRSchroeder,Original
4974,Kevincollopy1,tedlieu,RT
3658,Kevistation_1,petefrt,RT
1347,KianaMereel,TheDemocrats,RT
5388,KickingBison,KickingBison,Original
4464,KidsUnplugged,elizabethforma,RT
2186,Kierryk345,TrumpTheFelon,RT
3080,Kiki198931,TruthinGov2016,RT
5136,KillerKellyReno,KillerKellyReno,Original
6662,KillerKellyReno,KillerKellyReno,Original
173,KimberSwells,KimberSwells,Original
6581,KimberlyMrsR1,KimberlyMrsR1,Original
940,KimiMischke,funder,RT
2076,Kimm200231,SierraWhiskee,RT
1281,KingBroly,KingBroly,Original
2340,KingNiah,angela_rye,RT
2462,KingOfZarembo,Bad_Girl_Bex,RT
1154,Kinseymax,B75434425,RT
5086,KirkBlecha,elizabethforma,RT
3500,KjmillarMillar,RulingVenus,RT
3474,KlinekeH50,ChristiChat,RT
3151,Kmgtorrey,FoxNews,RT
5759,KokeReport,KokeReport,Original
4299,Konakingohana,WhiteHouse,RT
1941,Konell,GOP,RT
4693,KosmoKramer2,KosmoKramer2,Original
1193,KovacsBeverly,RepSwalwell,RT
2861,Koxinga8,chfortrump,RT
2679,Kpod1952,LVNancy,RT
1850,KrisBrbr93,LeahR77,RT
1355,KrisIsPissed,sallykohn,RT
321,KrismasSparks,KrismasSparks,Original
2007,Kristen61555019,WhiteHouse,RT
5068,KurtDaniels54,KelemenCari,RT
560,KushJudah,wokeluisa,RT
4827,Kvverra,ObamaWhiteHouse,RT
3470,KwangGirl1,StevenTDennis,RT
995,L2LN2H,DrJaneRuby,RT
2491,LBOITNOTT_27,LBOITNOTT_27,Original
1968,LCHWS,funder,RT
2533,LCMarsh2,KellyannePolls,RT
517,LCMarsh2,calidhd,RT
3626,LCates1,PolitiFact,RT
2948,LESunshine3131,FoxNews,RT
5872,LHSummers,LHSummers,Original
2262,LKBinNC,LKBinNC,Original
4029,LMGlover1,Ali_H_Soufan,RT
6691,LMSNCUS,LMSNCUS,Original
1038,LMWG19,wokeluisa,RT
767,LMoulden,B75434425,RT
930,LNPurdie,55true4u,RT
158,LOYALtoTRUMP,MrsArboe,RT
4837,LPacholey,RonWyden,RT
6523,LRBitisnot,LRBitisnot,Original
382,LRPHANTOM,HuevosDeChivo,RT
589,LRrenn,AMErikaNGIRLBOT,RT
5038,LShrug,LShrug,Original
3269,LTreitler1,KaniJJackson,RT
4588,LV46760558,JrcheneyJohn,RT
5514,LVNancy,LVNancy,Original
6318,LVNancy,LVNancy,Original
5995,LVNancy,LVNancy,Original
2990,LVNancy,LVNancy,Original
1041,LWUSPoliticsTD,funder,RT
1133,LaCattiva,SenWarren,RT
3798,LaChilena00,LaChilena00,Original
2198,LaDFreakinDa1,TomiLahren,RT
3984,LaRuse7,LaRuse7,Original
165,Laceychu,B75434425,RT
383,LacourHeather,lesleyabravanel,RT
4553,LadyCitizenUSA,ClintonM614,RT
1061,LadyOphelia9,1Romans58,RT
5203,LadyRaquel6,LadyRaquel6,Original
6351,Lady_Star_Gem,Lady_Star_Gem,Original
6434,Lady_Star_Gem,Lady_Star_Gem,Original
2776,Ladyhawke5576,tladd58,RT
4109,Lagunasunset111,tedlieu,RT
904,LaineyTMeyers,funder,RT
4142,Lainy007,elizabethforma,RT
1502,LammGolf,RealAlexJones,RT
2461,LanaAshford1,bbute,RT
4954,Lanacb,ClintonM614,RT
6634,LanceSilver1,LanceSilver1,Original
4833,LanceSilver1,LanceSilver1,RT
6732,LanceSilver1,LanceSilver1,Original
311,Laoch_Lilly,BWDR,RT
20,LaraWhite14,B75434425,RT
5155,Larry57399331,kwilli1046,RT
4222,Larryjr72,clivebushjd,RT
3192,Larue1262,RulingVenus,RT
2103,LarybobR,Scavino45,RT
5247,Lashon20548534,tedlieu,RT
350,LatPoliticalAve,maybebeachbum,RT
2080,Launerts,Launerts,Original
937,Laura78703,commondreams,RT
2537,Laura78703,nakasec,RT
2916,LauraBerland1,bellvisuals,RT
1108,LauraF007,LauraF007,Original
390,LauraLaura1650,B75434425,RT
344,LayonMcDuff,ProudResister,RT
3066,LdicassioLorri,1GigiSims,RT
1259,LdyDirectr,funder,RT
4236,LeaMCalEnd,DrMartyFox,RT
5332,LeahR77,LeahR77,Original
5753,LeahR77,LeahR77,Original
5365,LeahR77,LeahR77,Original
134,LeahR77,carrieksada,RT
495,LeciaCalhoun,PoliticalShort,RT
2677,LeeMazing1,LeeMazing1,Original
2621,Lee_in_Iowa,mystcole,RT
4059,LeeandVickiHug1,KelemenCari,RT
3506,LeedsFanz,LeedsFanz,Original
2828,Lef_iv,Lef_iv,Original
5356,LeftOfMainSt,LeftOfMainSt,Original
138,LeftOfMainSt,LeftOfMainSt,Original
1236,LegalizeFreedo3,B75434425,RT
5841,LegendaryEnergy,LegendaryEnergy,Original
2131,LeggeroG,Harlan,RT
1170,LeiCasans,AKelly227,RT
523,Leila_Dances,wokeluisa,RT
4891,Leliafrz,Lady_Star_Gem,RT
3985,LemonLadyNancy,JannaWilkinso69,RT
2150,LenoreDougal,ACLU,RT
4751,LeoJames71,RonWyden,RT
3788,LesBradstreet,RyanAFournier,RT
3042,Leslie68646713,prayingmedic,RT
213,LessDeborah,B75434425,RT
5582,LessGovMoreFun,LessGovMoreFun,Original
2378,Lessafetoday08,bellvisuals,RT
542,LesterJCombs,LesterJCombs,Original
1573,LetzBrealistic,johncardillo,RT
6528,LevineJonathan,LevineJonathan,Original
3695,LexiHunt00,LexiHunt00,Original
2258,LianaMaria___,WhiteHouse,RT
1315,LianneEdborg,B75434425,RT
2152,LiberalMolly,ProudResister,RT
5421,LiberatedCit,LiberatedCit,Original
2063,LibertarianCons,toolittobealib,RT
2786,Liberty5380,RT_America,RT
3016,LibertyJustice,clivebushjd,RT
6612,LibertySeeds,LibertySeeds,Original
6667,LibertySeeds,LibertySeeds,Original
6306,LibertySeeds,LibertySeeds,Original
4205,LibertySeeds,LibertySeeds,Original
1918,LibertyUSA1776,LibertyUSA1776,Original
5037,Libra5405,PrimoPolls,RT
3858,Like_a_Leigh_6,Like_a_Leigh_6,Original
2124,LilBtch1103,funder,RT
2244,LiliCouture,LiliCouture,Original
1049,Lilita31Alves,RandyRainbow,RT
5527,LilyNCali,LilyNCali,Original
3414,Lily_ChloesMimi,Franklin_Graham,RT
1141,Lilymae511,B75434425,RT
2217,Lincoln_AP_GOV,Lincoln_AP_GOV,Original
1428,LindaBuckta,MarkWarner,RT
3409,LindaHa40857091,LVNancy,RT
2287,LindaHoyt9,WhiteHouse,RT
1822,LindaL_64,StacyLStiles,RT
4440,LindaLouJones13,GartrellLinda,RT
2695,LindaLouJones13,FoxNews,RT
5604,LionelMedia,LionelMedia,Original
6178,LionelMedia,LionelMedia,Original
1293,LiraKarri,SenGillibrand,RT
1745,LisaBarksdale3,The_Trump_Train,RT
1019,LisaMar81812797,B75434425,RT
2955,LisaWar71483288,GET4208,RT
4572,LiteGDog,joel_valdez22,RT
2074,LittleEagle2000,BleedingRedDan,RT
1782,LittleMushPod,BigRadMachine,RT
957,LittleWhtBlouse,RepSwalwell,RT
122,LiveInLove67,RandyRainbow,RT
2178,LiveLifeLuvWell,funder,RT
2159,LiveVegan,LiveVegan,Original
1551,Liviosah,robinthede,RT
5488,LizCrokin,LizCrokin,Original
1169,LizLemon5759,LizLemon5759,Original
5502,LizLemon5759,LizLemon5759,Original
3977,LizRao4,r_little_finger,RT
3427,LizVerHage,RevDocBrenda,RT
6228,Liz_Wheeler,Liz_Wheeler,Original
1090,Lizz2zs45Damron,funder,RT
402,LizzB17,taradublinrocks,RT
1698,LizzyTDmb,MarkWarner,RT
4144,Lmfigura,PolToons,RT
5043,LmgroatRoberts,HuevosDeChivo,RT
3362,LobBeCrafting,PrisonPlanet,RT
1359,LocalMemphis,seanspicer,RT
714,LochTheScot,OnlyCyrusReport,RT
4432,LochTheScot,KelemenCari,RT
1720,LochnerWalter,xdelmar59,RT
4819,LockHerUp_,Millenial_Con,RT
784,LonMay2,jcpenni7maga,RT
6656,Lords_of_Light,Lords_of_Light,Original
3272,LoriJSchaffer,rosengonzalez,RT
4388,LoriRRR,KelemenCari,RT
793,LoriTheroys,funder,RT
3881,Lori_4_NC,FrankLuntz,RT
4941,Lorisantacroce2,tedlieu,RT
778,LornaScurr,B75434425,RT
5077,Lorrain33495813,tedlieu,RT
1109,LostInGOPLand,LostInGOPLand,Original
6795,LotteLeicht1,LotteLeicht1,Original
3289,LouDAngelo1,StockMonsterVIP,RT
6165,LouDobbs,LouDobbs,Original
2044,Louiji_Board,Louiji_Board,Original
988,LouisRapp3,TrumpsBlonde,RT
1542,LouiseKeil2,ICEgov,RT
3169,Loulou70745028,goldengateblond,RT
2132,LovToRideMyTrek,ItsABigMess,RT
726,Love072110,vinylchica,RT
690,Love2memore,wokeluisa,RT
991,LoveEachother14,lesleyabravanel,RT
2477,LoveIsCool,funder,RT
2497,Lovefunmagictru,erinbaxter85,RT
3363,Lovefunmagictru,gal_deplorable,RT
1001,LovetheTrumps,HowellMarketing,RT
872,LowBrow_Leader,WomanWarrior17,RT
2932,Lrod49,wattsjim,RT
4768,LuanneBlair,OpenThePrimary,RT
2208,LuchaLibreGamer,TheLostJoJo,RT
4528,Luckylaurie2,JrcheneyJohn,RT
1592,Luckylaurie2,ClintonM614,RT
3809,Luctrician,dbongino,RT
3765,LucyD70,TheDailyShow,RT
1413,LucyShoesOn,LucyShoesOn,Original
5261,LucySullivan888,clivebushjd,RT
463,Luke4Tech,OnlyCyrusReport,RT
6669,Luke4Tech,Luke4Tech,Original
3328,LumpkinsMariana,tedlieu,RT
1043,LumpyGravy3,AMErikaNGIRLBOT,RT
679,LunaTuna15,LunaTuna15,Original
6779,LuvPlaying,LuvPlaying,Original
201,LuvStarsStripes,KickingBison,RT
580,Luvsthecubs1,carrieksada,RT
3617,LvlyLynne,natehoIe,RT
1112,LynGirlCL,AMErikaNGIRLBOT,RT
6338,LynnPaltrow,LynnPaltrow,Original
3545,Lys_Tigres,NinjaEconomics,RT
4876,M7Mnation,TimRunsHisMouth,RT
6084,MAGAGwen,MAGAGwen,Original
5596,MAGAPILL,MAGAPILL,Original
669,MAGARoseTaylor,AMErikaNGIRLBOT,RT
5052,MAGATrumpster,HardlyApathetic,RT
3591,MAGA_DJT2016,bocavista2016,RT
6766,MAGA_Engineer,MAGA_Engineer,Original
239,MAGA_Patriot21,B75434425,RT
333,MAGAfaith,B75434425,RT
6713,MAHAMOSA,MAHAMOSA,Original
4242,MALABeagle,tedlieu,RT
6787,MALDEF,MALDEF,Original
992,MARCMDION,eddyebay,RT
4798,MARS0411,MARS0411,Original
6460,MBNI_,MBNI_,Original
2059,MBOKSR_MAGA,Education4Libs,RT
1079,MBibs,justicedems,RT
4225,MCairo910,HouseDemocrats,RT
3677,MCameratta,robihart16,RT
2021,MCellaneous,JW4Resistance,RT
27,MDPurzycki,MDPurzycki,Original
2646,MDW612,GartrellLinda,RT
5165,MEBier1,Scavino45,RT
6385,MEL2AUSA,MEL2AUSA,Original
5614,MEL2AUSA,MEL2AUSA,Original
6583,MEL2AUSA,MEL2AUSA,Original
3593,MICHELL59952525,DonnaWR8,RT
6512,MIGOP,MIGOP,Original
4737,MJA702,Millenial_Con,RT
5270,MLWeaver51,_Makada_,RT
3945,MMMcDermott,ParkerMolloy,RT
356,MMaunu,MMaunu,Original
3422,MR_KJS,KaivanShroff,RT
2256,MSNBC,NBCNews,RT
6475,MSNBC,MSNBC,Original
4219,MSgtIv,clivebushjd,RT
3510,MSgtPab,MSgtPab,Original
6710,MTKHorses,MTKHorses,Original
2429,MURTWITNESSONE,bellvisuals,RT
4670,MWKelly49,Merry__Can,RT
2726,MWMartin,funder,RT
1851,MW_PanteraNera,JoyAnnReid,RT
2038,M_Constitution,M_Constitution,Original
2499,M_a_d_w_a_c_k,RSBNetwork,RT
2218,Macheter0,JoyAnnReid,RT
1869,MadBarbi,Rose4Austin2018,RT
6562,MadBroadcasting,MadBroadcasting,Original
4191,MadLuvEm,FoxNewsResearch,RT
1584,MadZinger12,funder,RT
3053,MadonnaMadsen,ProgressPolls,RT
2518,MagaApplePie,John_W_Marshall,RT
6416,MagaGoldHat,MagaGoldHat,Original
5485,MaggieJordanACN,MaggieJordanACN,Original
6050,MaggieJordanACN,MaggieJordanACN,Original
4083,MaggieTonyGinge,KaivanShroff,RT
2362,Maggieb1B,rp4america1st,RT
6462,MagniFieri,MagniFieri,Original
1105,Magsthebookie,mitchellreports,RT
4394,Mahante05993565,USChamber,RT
1331,MaijaBriedis,mcspocky,RT
2889,MajoGasconn,ajplus,RT
5085,MajorManchek,LevineJonathan,RT
5878,Major_Skidmark,Major_Skidmark,Original
538,Majorlady2,TrumpsBlonde,RT
2841,MakeshiftMimic,FoxNews,RT
3011,MamaBear0315,StephenMilIer,RT
5738,MamaReg2,MamaReg2,Original
4582,MamaRoge,RosaISmith,RT
88,MamaRose2017,funder,RT
5272,MamahChia,KelemenCari,RT
4976,Mamapaws6,RealMattCouch,RT
1256,ManViking,AMErikaNGIRLBOT,RT
1885,Manitobagal,FoxNews,RT
4722,Mannamimi,KelemenCari,RT
863,MansfieldBenz,B75434425,RT
5409,MaraJade_2017,MaraJade_2017,Original
4397,MarcDWilkinson,billyeichner,RT
85,MarcSeverson,SenGillibrand,RT
1283,MarcWayneActor,B75434425,RT
6601,MarciTriggs,MarciTriggs,Original
3104,MarcusArellious,PrisonPlanet,RT
6468,MarcusBrutus_,MarcusBrutus_,Original
4507,MarcusLites,DrMartyFox,RT
2997,Margare52553849,joncoopertweets,RT
5850,MargaretMcgui16,MargaretMcgui16,Original
630,MargieKenda,MargieKenda,Original
1480,MargieW9546,ACLU,RT
2897,Margo198M,WhiteHouse,RT
2811,Mari_lynnt,FoxNews,RT
5544,MariaCantwell,MariaCantwell,Original
4552,MarianDClough,iowa_trump,RT
2673,Marianneshope,dbongino,RT
805,Marie10066461,AMErikaNGIRLBOT,RT
3742,Marie10066461,GartrellLinda,RT
694,MarieTerese10,calidhd,RT
2456,MarieTitus9,bellvisuals,RT
4383,Mariehoiles121,clivebushjd,RT
5370,MarilynT4,MarilynT4,Original
241,MarilynT4,MarilynT4,Original
878,MarioVasquez131,funder,RT
125,MarisciaFox,wokeluisa,RT
5843,MaritzaArroyoNY,MaritzaArroyoNY,Original
3327,Mark84291341,FoxNews,RT
4563,MarkByers17,MarkByers17,Original
432,MarkCutty1956,ProudResister,RT
4095,MarkDHier6,perfectsliders,RT
6665,MarkDice,MarkDice,Original
5778,MarkJKremer,MarkJKremer,Original
662,MarkMcCoskey,MarkMcCoskey,Original
875,MarkPZuckerberg,AMErikaNGIRLBOT,RT
5023,MarkTully20,RonWyden,RT
5584,MarkWarner,MarkWarner,Original
1740,Markallenjobe1,TomiLahren,RT
3407,MarkeyDiane,MAGAGwen,RT
4781,MarkusTheMormon,IvankaTrump,RT
3319,MarlaBlady,Trumpfan1995,RT
5610,Marmel,Marmel,Original
5419,Marmel,Marmel,Original
5842,MarshaBlackburn,MarshaBlackburn,Original
3219,MarshaWaitley,immigrant_legal,RT
